"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Crying to the G20 that some Americans don't like you &amp; 'might' call you names, we call that being a crybaby [[bitch]]; 0bama.","Crying to the G20 that some Americans don't like you &amp; 'might' call you names, we call that being a crybaby [[i]]; 0bama.",0.009604871273040771,0.9677488803863525,1,2,1,35,"Successful"
"Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam [[makes]] them a pass to me. White soles too. http://t.co/[[QIVkEPtLKj]]","Dooms.. RT @Gutta_DaDon: White nubuck or leather for the upper of the foam [[pay]] them a pass to me. White soles too. http://t.co/[[id]]",0.1600082516670227,0.3664056062698364,2,2,2,76,"Failed"
"yea so about @N_tel 's new friend.. all my [[friends]] kno [[they're]] only allowed one cute darkie friend n [[that's]] me! lol","yea so about @N_tel 's new friend.. all my [[mates]] kno [[are]] only allowed one cute darkie friend n [[t]] me! lol",0.07188725471496582,0.25736021995544434,2,2,2,72,"Failed"
"[[Just]] said cunt in front of this old lady, [[I]] [[kinda]] froze, then she yelled ""[[YEAH]] YOU TELL THAT CUNT!""<SPLIT>Is it too late in life to get adopted?","[[even]] said cunt in front of this old lady, [[you]] [[was]] froze, then she yelled ""[[goddamn]] YOU TELL THAT CUNT!""<SPLIT>Is it too late in life to get adopted?",0.060270607471466064,0.1407853364944458,1,1,1,45,"Failed"
"Hoes ain't wana fuck a nigga back then you but all the [[bitches]] [[wana]] fuck a nigga now","Hoes ain't wana fuck a nigga back then you but all the [[bastards]] [[wanna]] fuck a nigga now",0.17251670360565186,0.26569271087646484,1,1,1,37,"Failed"
"RT @prime13_time: Words from jac.. You can't save [[every]] hoe.. You [[got]] to let them hurt.","RT @prime13_time: Words from jac.. You can't save [[another]] hoe.. You [[are]] to let them hurt.",0.013452887535095215,0.01868230104446411,1,1,1,29,"Failed"
"RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@[[keepupwithle]]: [[She]] [[got]] the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;","RT @LivingLegend10: &#8220;@_herLIPStho: &#8220;@[[sp]]: [[she]] [[is]] the body of a faggot . http://t.co/XkyO6DrMsH&#8221; &#128553;&#128557;&#8221;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;",0.2806922197341919,0.3478408455848694,1,1,1,93,"Failed"
"I hate that wee boy wae the squinty eyes in the [[game]] of thrones. #[[Suchaprick]] #hopehegetskilled","I hate that wee boy wae the squinty eyes in the [[realm]] of thrones. #[[o]] #hopehegetskilled",0.04354017972946167,0.10519737005233765,2,2,2,22,"Failed"
"RT @SimpsonsQOTD: &#8220;That's a very [[nice]] jig, Kearney. Now isn't dancing [[much]] more fun than bullying?"" http://t.co/dk7rcqM1FS","RT @SimpsonsQOTD: &#8220;That's a very [[nasty]] jig, Kearney. Now isn't dancing [[even]] more fun than bullying?"" http://t.co/dk7rcqM1FS",0.023710906505584717,0.09064537286758423,2,2,2,73,"Failed"
"I hate when people organize plans and you end up reaching the destination before them...[[bitch]] don't ask me if I'm here","I hate when people organize plans and you end up reaching the destination before them...[[guys]] don't ask me if I'm here",0.00829237699508667,0.9801624417304993,1,2,1,35,"Successful"
"If the only thing she talks about is her eyebrows, she got forest [[pussy]].","If the only thing she talks about is her eyebrows, she got forest [[green]].",0.01091986894607544,0.9713670611381531,1,2,1,56,"Successful"
"RT @[[NenosMarma]]: @[[andrewzoudo]] @tonykivarkis so hes retarded and gay.. [[What]] a mix &#128079;&#128079;&#128079;","RT @[[re]]: @[[v]] @tonykivarkis so hes retarded and gay.. [[what]] a mix &#128079;&#128079;&#128079;",0.29430192708969116,0.3582807183265686,1,1,1,48,"Failed"
"Megatron must've fucked Stafford [[bitch]] or something.. He will not throw my mans the ball.","Megatron must've fucked Stafford [[johnson]] or something.. He will not throw my mans the ball.",0.009146630764007568,0.01534968614578247,1,1,1,24,"Failed"
"[[My]] moms a worse [[bitch]] than me like ugh [[I]] [[can't]] [[stand]] that [[hoe]].","[[you]] moms a worse [[people]] than me like ugh [[you]] [[fucking]] [[hate]] that [[job]].",0.014551699161529541,0.6418141722679138,1,0,1,203,"Successful"
"@jacquibreed ok, I'll sink to your level... you're a special [[kind]] of bitch aren't you? @conserv_tribune","@jacquibreed ok, I'll sink to your level... you're a special [[breed]] of bitch aren't you? @conserv_tribune",0.015116751194000244,0.039348483085632324,1,1,1,34,"Failed"
"[[Hear]] the [[birds]] on the [[summer]] [[breeze]], [[I]] [[drive]] [[fast]]","[[like]] the [[sirens]] on the [[offshore]] [[sirens]], [[she]] [[screamed]] [[everywhere]]",0.018265187740325928,0.3127381205558777,2,2,2,226,"Failed"
"i [[really]] hate when hungry [[bitches]] put dick between friends. i swear yall should [[get]] beat the fuck up. ill [[show]] you friends.","i [[seriously]] hate when hungry [[bastards]] put dick between friends. i swear yall should [[be]] beat the fuck up. ill [[fuck]] you friends.",0.037918686866760254,0.24190568923950195,1,1,1,64,"Failed"
"Ladies RT if your head game better than your [[pussy]]","Ladies RT if your head game better than your [[friend]]",0.007477819919586182,0.985177755355835,1,2,1,49,"Successful"
"RT @YaaBoyShiki: [[How]] the fuck can some people not [[get]] atleast 1 on flappy bird. [[I]] just got 11 while smoking a fuckin [[square]].","RT @YaaBoyShiki: [[way]] the fuck can some people not [[fuck]] atleast 1 on flappy bird. [[you]] just got 11 while smoking a fuckin [[hole]].",0.05769515037536621,0.1179279088973999,1,1,1,69,"Failed"
"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb [[bitches]] can gtfo"" @Pornhub get on it Katie&lt;3","""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb [[ones]] can gtfo"" @Pornhub get on it Katie&lt;3",0.009922921657562256,0.9616806507110596,1,2,1,34,"Successful"
"RT @EricWithAHotDad: If you cant pass the asvab you might as well just go full [[retard]]","RT @EricWithAHotDad: If you cant pass the asvab you might as well just go full [[s]]",0.09708213806152344,0.9820170998573303,1,2,1,14,"Successful"
"@Stillmatic_12 @mike_ray7 what a [[retard]]","@Stillmatic_12 @mike_ray7 what a [[story]]",0.14786005020141602,0.9862567782402039,1,2,1,53,"Successful"
"This [[bitch]] tweets been on point the few minutes I been on.","This [[book]] tweets been on point the few minutes I been on.",0.0060828328132629395,0.985134482383728,1,2,1,41,"Successful"
"Just start blocking dissenters, you coward [[pussy]]. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well.","Just start blocking dissenters, you coward [[le]]. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well.",0.026608765125274658,0.8988190293312073,1,2,1,20,"Successful"
"[[I]] [[want]] some [[cookies]], [[brownies]] and [[ice]] [[cream]]. &#128523;","[[she]] [[got]] some [[tequila]], [[salsa]] and [[whipped]] [[whip]]. &#128523;",0.015144884586334229,0.5093027353286743,2,1,2,228,"Successful"
"triple fudge [[brownie]] chunk [[ice]] cream #LifeChanging","triple fudge [[ho]] chunk [[ato]] cream #LifeChanging",0.02360159158706665,0.8890949487686157,2,1,2,62,"Successful"
"[[RT]] @trapgodcon: [[Squad]] up [[bitch]] nigga @Ride907 @terryak907 @thomas_olmstead [[http]]://t.co/[[g3BoK10PjZ]]","[[people]] @trapgodcon: [[shut]] up [[ra]] nigga @Ride907 @terryak907 @thomas_olmstead [[state]]://t.co/[[pdf]]",0.09674400091171265,0.506676197052002,1,0,1,179,"Successful"
"RT @yglukeg: Why is Arizona [[hot]] as hell and then literally 5 minutes [[later]] it's fuckin Hurricane Katrina up in this [[bitch]]","RT @yglukeg: Why is Arizona [[great]] as hell and then literally 5 minutes [[here]] it's fuckin Hurricane Katrina up in this [[fuck]]",0.01086890697479248,0.03928983211517334,1,1,1,50,"Failed"
"I should've thrown a whole roll of pennies and made her month that [[bitch]].","I should've thrown a whole roll of pennies and made her month that [[weekend]].",0.008144378662109375,0.9814854264259338,1,2,1,36,"Successful"
"Simple minded [[hoe]]","Simple minded [[ly]]",0.010460317134857178,0.9694269895553589,1,2,1,33,"Successful"
"@JoePrich shut up faggot","@JoePrich shut up faggot",0.6353422403335571,0.6353422403335571,0,0,1,1,"Skipped"
"You always find something to [[bitch]] about.","You always find something to [[laugh]] about.",0.00693899393081665,0.9831426739692688,1,2,1,55,"Successful"
"""@[[SnakecharmsDump]]: [[http]]://t.co/4b427dQZCV"" [[oh]] [[yeah]] [[fuck]] that [[bitch]]","""@[[https]]: [[https]]://t.co/4b427dQZCV"" [[fucking]] [[whore]] [[killed]] that [[fucking]]",0.019895553588867188,0.3396409749984741,1,1,1,229,"Failed"
"RT @Runyacheckup: Niggas and [[bitches]] [[gotta]] quit wit da money pics... If I can count it accurately it [[ain't]] enough &#128514;&#128514;&#128514;","RT @Runyacheckup: Niggas and [[bastards]] [[fucking]] quit wit da money pics... If I can count it accurately it [[says]] enough &#128514;&#128514;&#128514;",0.04516023397445679,0.2102394700050354,1,1,1,67,"Failed"
"RT @relatabIe: i hate when people ask &#8220;who you tryna look good for?!&#8221; [[bitch]] myself bye","RT @relatabIe: i hate when people ask &#8220;who you tryna look good for?!&#8221; [[get]] myself bye",0.011165320873260498,0.6338558197021484,1,2,1,14,"Successful"
"I give off the Selfish [[little]] bitch vibe, but if you get to actually know me [[I]] tend to put others before myself 24/7","I give off the Selfish [[super]] bitch vibe, but if you get to actually know me [[me]] tend to put others before myself 24/7",0.006273150444030762,0.006875455379486084,1,1,1,42,"Failed"
"[[I]] always felt funny about a chick [[calling]] me [[daddy]].[[It]] sound sexy and all but bitch you need to [[go]] and [[find]] your dad...","[[me]] always felt funny about a chick [[calls]] me [[gay]].[[you]] sound sexy and all but bitch you need to [[talk]] and [[take]] your dad...",0.006843745708465576,0.018465280532836914,1,1,1,84,"Failed"
"[[Oreos]] and [[coffee]] for brunch. I do what I want!","[[sex]] and [[shit]] for brunch. I do what I want!",0.01637256145477295,0.9952051043510437,2,1,2,98,"Successful"
"I'm getting tired of you telling what the [[fuck]] I'm doing every time I'm doing something lol. -peckerwood guy","I'm getting tired of you telling what the [[heck]] I'm doing every time I'm doing something lol. -peckerwood guy",0.021315395832061768,0.8009549379348755,1,2,1,23,"Successful"
"@BlizzyLC now that ur tour over come kick it with ya [[nig]] in the MIA....","@BlizzyLC now that ur tour over come kick it with ya [[s]] in the MIA....",0.06339257955551147,0.958005428314209,1,2,1,17,"Successful"
"Knowing what you want doesn't make you a bitch. [[It]] [[makes]] you a woman who won't settle for anything less than what she deserves.","Knowing what you want doesn't make you a bitch. [[you]] [[leave]] you a woman who won't settle for anything less than what she deserves.",0.007298946380615234,0.009288489818572998,1,1,1,32,"Failed"
"RT @_KINGCAILLOU: [[Shit]] like this why hoes head be fuck up the [[want]] social media ass relationships [[http]]://t.co/F7pTmbSSLU","RT @_KINGCAILLOU: [[people]] like this why hoes head be fuck up the [[stupid]] social media ass relationships [[state]]://t.co/F7pTmbSSLU",0.060996949672698975,0.1779707670211792,1,1,1,143,"Failed"
"RT @_BucketsMcnasty: U [[bitches]] boring","RT @_BucketsMcnasty: U [[ff]] boring",0.009470760822296143,0.9870508909225464,1,2,1,46,"Successful"
"@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup [[ho]]","@KingsleeyNYC yep lmao. Its been a hectic few weeks. Waddup [[p]]",0.21502041816711426,0.9745351076126099,1,2,1,42,"Successful"
"RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name [[c]]. I ain't payin for no pussy and my dick [[ain't]] free","RT @MrRideThruThaD: Let me tell u funky bitches bout a pimp name [[z]]. I ain't payin for no pussy and my dick [[fuck]] free",0.016860783100128174,0.036082923412323,1,1,1,72,"Failed"
"RT @lnsaneTweets: ""You're such a [[bitch]]"" <SPLIT><SPLIT>Me: http://t.co/YuDDsljbQN","RT @lnsaneTweets: ""You're such a [[star]]"" <SPLIT><SPLIT>Me: http://t.co/YuDDsljbQN",0.008902311325073242,0.9873055815696716,1,2,1,55,"Successful"
"Seeing so many basic [[bitches]] rn","Seeing so many basic [[points]] rn",0.006643712520599365,0.9846929311752319,1,2,1,52,"Successful"
"Like [[bitch]] that aint even attractive Smh","Like [[flowers]] that aint even attractive Smh",0.008381247520446777,0.9265277981758118,1,2,1,41,"Successful"
"You wanna hot body<SPLIT>You wanna Bugatti<SPLIT>You wanna Maserati<SPLIT>You better rob a bank [[bitch]]","You wanna hot body<SPLIT>You wanna Bugatti<SPLIT>You wanna Maserati<SPLIT>You better rob a bank [[be]]",0.018765628337860107,0.701797366142273,1,2,1,33,"Successful"
"@SideHoeNextDoor with your height, yeah. Chunky [[bitch]]","@SideHoeNextDoor with your height, yeah. Chunky [[stuff]]",0.007165789604187012,0.9837741851806641,1,2,1,36,"Successful"
"RT @_ayeeexo: Fxck outta here [[hoe]] &#9996;","RT @_ayeeexo: Fxck outta here [[c]] &#9996;",0.013268709182739258,0.6596498489379883,1,2,1,13,"Successful"
"RT @_iMcNasty: Heat lost. Medical marijuana got rejected. [[Rick]] Scott got reelected. I still have no hoes. Today's just been a [[bad]] [[day]].","RT @_iMcNasty: Heat lost. Medical marijuana got rejected. [[carl]] Scott got reelected. I still have no hoes. Today's just been a [[nice]] [[saturday]].",0.020191729068756104,0.024416089057922363,1,1,1,35,"Failed"
"&#8220;@dirtyxluxury: @_Vontethekidd whens homecoming [[ho]]?&#8221;&#128553;&#128514; slut the 17th","&#8220;@dirtyxluxury: @_Vontethekidd whens homecoming [[game]]?&#8221;&#128553;&#128514; slut the 17th",0.18330752849578857,0.9464462399482727,1,2,1,45,"Successful"
"&#8220;@Caiivs: On some real shit if I catch this [[bitch]] it's game on.&#8221;","&#8220;@Caiivs: On some real shit if I catch this [[shit]] it's game on.&#8221;",0.006703436374664307,0.009880900382995605,1,1,1,12,"Failed"
"RT @LoQueEllasSaben: Amo a [[esa]] gente [[que]] me [[odia]].. http://t.co/8Zr3e0YsoE","RT @LoQueEllasSaben: Amo a [[ni]] gente [[da]] me [[so]].. http://t.co/8Zr3e0YsoE",0.01567542552947998,0.6039177775382996,2,1,2,52,"Successful"
"they [[made]] me [[put]] on basketball shorts now I look like a confused dyke mosh warrior","they [[help]] me [[get]] on basketball shorts now I look like a confused dyke mosh warrior",0.43345916271209717,0.5067991018295288,1,1,1,64,"Failed"
"@Tamorite @The_Greatest_10 The truth hurts [[nigguh]].","@Tamorite @The_Greatest_10 The truth hurts [[tonight]].",0.16488784551620483,0.9848042130470276,1,2,1,15,"Successful"
"You know these [[hoes]] wishy washy","You know these [[books]] wishy washy",0.010823428630828857,0.9859402179718018,1,2,1,32,"Successful"
"Like Baathists before them, #ISIS &amp; Al Qaeda [[supporters']] rivalry is as absurd as their cause - battling for who's the more [[authentic]] Jihadi","Like Baathists before them, #ISIS &amp; Al Qaeda [[muslim]] rivalry is as absurd as their cause - battling for who's the more [[bloody]] Jihadi",0.07804220914840698,0.30640459060668945,2,2,2,45,"Failed"
"ain't nuttin ta cut that [[bitch]] off","ain't nuttin ta cut that [[bird]] off",0.009624183177947998,0.9741313457489014,1,2,1,53,"Successful"
"[[bitches]] stay in they feelings &#128514;","[[must]] stay in they feelings &#128514;",0.007673501968383789,0.9840183854103088,1,2,1,21,"Successful"
"@Oz_lito [[bitch]] been on there for ah mintue cdfuuuu","@Oz_lito [[please]] been on there for ah mintue cdfuuuu",0.00805056095123291,0.9856154322624207,1,2,1,23,"Successful"
"RT @TheOnlyReed: I know ya friends [[tellin]] u, leave me for good, but fuck them hating ass hoes [[babe]]","RT @TheOnlyReed: I know ya friends [[fuck]] u, leave me for good, but fuck them hating ass hoes [[ya]]",0.11917144060134888,0.20222342014312744,1,1,1,39,"Failed"
"niggas not stepping up they [[still]] [[tryna]] get back in the day kinda pussy lol","niggas not stepping up they [[really]] [[fucking]] get back in the day kinda pussy lol",0.04678601026535034,0.11196631193161011,1,1,1,30,"Failed"
"""@UberFacts: [[15]] sad TV character deaths we're still bitter over... [[http]]://t.[[co]]/uLclFUF8nC [[http]]://t.co/[[1RXYQOOsM0]]""[[ned]] stark was the man","""@UberFacts: [[one]] sad TV character deaths we're still bitter over... [[sp]]://t.[[cu]]/uLclFUF8nC [[sp]]://t.co/[[one]]""[[jim]] stark was the man",0.04222828149795532,0.4503448009490967,2,2,2,145,"Failed"
"@yungdipIo @Iemonaids like I really want a [[rafter]] monkey","@yungdipIo @Iemonaids like I really want a [[pussy]] monkey",0.11641865968704224,0.997460663318634,2,1,2,37,"Successful"
